753,44,2,3,101106330004,orginal,1,1403/12/03,لوله,7,02:30:00,05:30:00
575,42,1,17,210109045201,25ثانیه ضایعاتی آسیابی,434,1403/10/25,اتصالات,9,13:00:00,13:00:00
576,39,2,16,211712510206,25ثانیه ضایعاتی آسیابی,435,1403/10/25,اتصالات,11,16:00:00,16:00:00
754,44,2,4,102111022005,orginal,5,1403/12/03,لوله,4,05:30:00,06:30:00
761,45,3,3,101106330004,orginal,16,1403/12/04,لوله,10,22:00:00,02:00:00
778,44,2,2,101111032007,,16,1403/12/02,لوله,10,16:00:00,08:39:00
783,45,3,3,101106330004,,1,1403/12/03,لوله,7,02:00:00,08:56:00
796,40,1,5,101109030006,,1,1403/12/04,لوله,5,13:00:00,10:05:00
824,44,1,2,103111027005,,4,1403/11/20,لوله,8,07:00:00,08:34:00
913,44,3,3,101106330004,,1,1403/12/23,لوله,4,00:00:00,10:24:00
921,36,1,6,0000000030,Orginal,7,1403/12/17,لوله,20,07:00:00,09:00:00
936,44,2,4,0000000026,Orginal,3,1403/12/24,لوله,18,15:00:00,07:30:00
940,40,3,7,114102515046,Orginal,7,1403/12/14,لوله,8,21:15:00,23:15:00
942,40,1,6,104120153001,Orginal,9,1403/12/16,لوله,9,08:00:00,10:15:00
1023,42,3,17,210702000173,Orginal,491,1403/12/04,اتصالات,3,03:00:00,00:15:00
1055,40,1,2,101111032007,,1,1403/12/20,لوله,10,07:00:00,11:46:00
1165,39,1,20,200106345001,Orginal,16,1403/12/19,اتصالات,15,12:00:00,10:54:00
755,44,2,4,102111022005,orginal,5,1403/12/03,لوله,1,06:30:00,07:00:00
756,40,1,3,101106330004,orginal,1,1403/12/03,لوله,9,07:00:00,11:00:00
582,42,1,20,200116045006,15 ثانیه ضایعات آسیابی,440,1403/10/28,اتصالات,14,07:00:00,07:00:00
585,39,2,19,210300075004,30 ثانیه ضایعات آسیابی,443,1403/10/28,اتصالات,11,19:00:00,19:00:00
587,39,3,21,200111045004,بدون ضایعات آسیابی,445,1403/10/29,اتصالات,8,04:00:00,04:00:00
590,42,1,21,201411045009,بدون ضایعات آسیابی,447,1403/10/29,اتصالات,14,11:00:00,11:00:00
1166,39,1,21,200412545051,Orginal,16,1403/12/19,اتصالات,15,17:00:00,10:57:00
760,45,3,2,101111032007,orginal,16,1403/12/04,لوله,9,19:00:00,22:00:00
763,45,3,8,0000000012,orginal,16,1403/12/05,لوله,3,04:00:00,07:00:00
